task_name,positive_class,negative_class,feature,n_positive,n_negative,median_transformed_positive,median_transformed_negative,median_diff_transformed,mean_diff_transformed,raw_median_positive,raw_median_negative,raw_log2_fc,u_statistic,p_value,auc_positive_class,auc_abs,rank_biserial,cliffs_delta,positive_detection_rate_raw,negative_detection_rate_raw,detection_rate_diff_raw,q_value,neglog10_q,effect_direction,significant_fdr_05,qc_mean_intensity,qc_std_intensity,qc_cv_pct,qc_log_sd,qc_detection_rate,Dunn_mean_intensity,Dunn_std_intensity,Dunn_cv_pct,Dunn_log_sd,Dunn_detection_rate,French_mean_intensity,French_std_intensity,French_cv_pct,French_log_sd,French_detection_rate,LMU_mean_intensity,LMU_std_intensity,LMU_cv_pct,LMU_log_sd,LMU_detection_rate,bio_cv_pct_median,bio_cv_pct_max,bio_log_sd_median,bio_detection_rate_median,bio_detection_rate_min,d_ratio_cv,d_ratio_log,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std,detection_rate__Dunn,detection_rate__French,detection_rate__LMU,blank_mean_intensity,blank_detection_rate,qc_mean_intensity_cont,bio_mean_intensity,blank_to_qc_ratio,blank_to_bio_ratio,blank_dominant_flag,carryover_spearman_rho,n_blank_contexts,bio_detection_rate_max,passes_mz_500,passes_qc_cv_30,passes_detection_70_any_class,passes_detection_70_all_classes,blank_dominant_veto,potential_carryover_flag,retained_main,retained_high_confidence,exclusion_reason,redundancy_cluster_id,redundancy_cluster_size,candidate_isomer_neighbor_count,candidate_isotope_or_adduct_neighbor_count,high_corr_near_duplicate_neighbor_count,high_corr_other_neighbor_count,redundancy_representative_flag,redundancy_role,rank_within_task,feature_space
French_vs_Dunn,French,Dunn,FT-046,26,26,8.93113251749807,8.782871169890429,0.1482613476076402,0.16515957832930006,7677.886994371379,6809.890684614646,0.17305373968500407,676.0,6.547526643655622e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French > Dunn,True,6610.777976966396,882.4985701415895,13.349390543993996,0.1369811487358044,1.0,6917.041036523019,1029.6813517947776,14.88615357864591,0.1477540765815728,1.0,7712.581031773899,751.1978769822063,9.739902555155783,0.0968400165926968,1.0,4497.696904549683,660.8527451943933,14.693136492276794,0.1496327238329179,1.0,14.693136492276794,14.88615357864591,0.1477540765815728,1.0,1.0,0.9085460106499986,0.9270887944684166,1004.1671268211272,1004.2261217749128,1004.1153691754812,0.0293680548858246,1156.358765017695,1178.0238250061675,1158.835709078045,1153.6774251130128,1138.0932935777616,1.2480085387190163,1.0,1.0,1.0,0.0,0.0,5583.736964527925,6382.624485196641,0.0001790594626661,0.0001566508184055,False,,5,1.0,True,True,True,True,False,False,True,True,retained,RG-017,8,0,7,0,2,True,representative,1,main
French_vs_Dunn,French,Dunn,FT-050,26,26,8.880328698130135,8.731302385403577,0.14902631272655853,0.16341460891104198,7251.6257165486195,6620.229924845053,0.13140416885507183,676.0,6.547526643655622e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French > Dunn,True,6227.326577897577,889.3394364031454,14.28123971464168,0.1481178661026975,1.0,6581.1352570758845,976.5986958541667,14.839365211407111,0.1504386314876479,1.0,7323.356623935527,729.2654193675152,9.95807601372296,0.1000532254249698,1.0,4250.654481007634,631.9083081377187,14.866141460359827,0.1510288355989158,1.0,14.839365211407111,14.866141460359827,0.1504386314876479,1.0,1.0,0.9623888563416176,0.9845733415546192,1004.669623849698,1004.7279192531678,1004.6184698161242,0.0294407585087183,1156.3925786840523,1179.3259458956536,1158.8210746310124,1153.76426801242,1138.7118691983476,1.295796204185867,1.0,1.0,1.0,0.0,0.0,5273.683060561079,6058.416970500901,0.0001895848506002,0.0001650323793309,False,,5,1.0,True,True,True,True,False,False,True,True,retained,RG-017,8,0,6,0,3,False,member,2,main
French_vs_Dunn,French,Dunn,FT-104,26,26,8.839293339997187,8.60011712239951,0.23917621759767727,0.21503340420026973,6856.835408337648,5664.068115321881,0.27565997650392804,676.0,6.547526643655622e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French > Dunn,True,6443.590725590807,1142.3481011806075,17.728439775725615,0.1761004057893776,1.0,5853.501383078921,963.0088164287032,16.451842297544037,0.1621843037998086,1.0,6874.212608891712,858.8650098495339,12.494012895943923,0.1231745901040327,1.0,5569.991228538283,918.4706883615175,16.48962539933028,0.1645975246536646,1.0,16.451842297544037,16.48962539933028,0.1621843037998086,1.0,1.0,1.0775960196489454,1.085804246548706,1222.2864765177096,1222.3567526513016,1222.2240203008816,0.0349509373536697,1258.1864030459938,1275.171996525355,1260.155835858117,1255.5775495992905,1245.5816309792672,1.2015301710468655,1.0,1.0,1.0,0.0,0.0,5841.077577943538,6096.12452045963,0.0001711719823398,0.000164011739738,False,,5,1.0,True,True,True,True,False,False,True,False,retained,RG-009,24,1,8,0,0,False,member,3,main
French_vs_Dunn,French,Dunn,FT-140,26,26,8.500304550528462,8.318534850232627,0.18176970029583472,0.1840731621938705,4919.0533129350915,4335.825233193567,0.18203464229483504,676.0,6.547526643655622e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French > Dunn,True,4713.124470346388,810.2771430825376,17.191931767993108,0.1661272837028019,1.0,4373.076038022114,681.3888596526523,15.58145464950195,0.1525419252131929,1.0,4981.22967388966,538.1426134919026,10.803408971738632,0.1068618873578092,1.0,4149.313877134342,641.3451806306745,15.456656199593398,0.1539508764304035,1.0,15.456656199593398,15.58145464950195,0.1525419252131929,1.0,1.0,1.11226720359125,1.089059833685867,1223.2883799925703,1223.3621200936468,1223.2287480892585,0.0350061702112344,1257.8617538028573,1269.8666980654696,1259.7405650826165,1255.3353370369402,1245.8577879085085,1.1917479948660925,1.0,1.0,1.0,0.0,0.0,4226.345298832553,4499.584624724318,0.0002365550787337,0.0002221933556157,False,,5,1.0,True,True,True,True,False,False,True,False,retained,RG-009,24,1,11,0,0,False,member,4,main
French_vs_Dunn,French,Dunn,FT-100,26,26,8.904628862300825,8.724507175077068,0.18012168722375677,0.18632530850219275,7356.657801736969,6362.087802406168,0.20951955032189734,676.0,6.547526643655622e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French > Dunn,True,7089.887151734502,1229.0652157137365,17.33546937221776,0.1684172121208682,1.0,6549.730114579365,1021.0287502296198,15.588867516187603,0.153095181591378,1.0,7453.093771898189,845.6342554408549,11.346083671042887,0.1119047255824564,1.0,6103.745556370345,964.8087257444208,15.806830688370866,0.1581495920132969,1.0,15.588867516187603,15.806830688370866,0.153095181591378,1.0,1.0,1.112041612658294,1.1000817293543943,1222.7890111601405,1222.8592513192573,1222.7275498290628,0.0358995751017506,1257.9887283196858,1272.9182917572732,1259.965824885959,1255.53693243177,1245.8706452125716,1.2070912617475065,1.0,1.0,1.0,0.0,0.0,6324.949652582003,6700.259944666136,0.0001580790323855,0.0001492256692408,False,,5,1.0,True,True,True,True,False,False,True,False,retained,RG-009,24,1,9,0,0,False,member,5,main
French_vs_Dunn,French,Dunn,FT-084,26,26,7.003815679607975,6.8273887686636625,0.17642691094431218,0.1960885627204707,1090.7752444634543,983.7651534850881,0.14882427287979685,676.0,6.547526643655622e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French > Dunn,True,1021.1857077081432,282.71956063381504,27.685420829902256,0.3522928276894796,1.0,976.7642016839396,166.92728924696652,17.089824643366764,0.1743581595559544,1.0,1121.976197511705,138.91574071399768,12.381344722114608,0.1208105296218209,1.0,920.0735806264432,140.05799036873228,15.22247712768495,0.1534971460216695,1.0,15.22247712768495,17.089824643366764,0.1534971460216695,1.0,1.0,1.8187198179165656,2.295109953638784,1224.2978759761004,1224.3667494540175,1224.2365630785655,0.0355838123362433,1257.7376008872648,1268.2375238108073,1259.5745263285503,1255.5683653972703,1246.972209575565,1.100626009489861,1.0,1.0,1.0,0.0,0.0,937.335373035028,1005.8978186969392,0.0010657170439664,0.0009931494352566,False,,5,1.0,True,True,True,True,False,False,True,False,retained,RG-009,24,1,13,0,0,False,member,6,main
French_vs_Dunn,French,Dunn,FT-049,26,26,7.045582726382764,7.343657687377582,-0.2980749609948177,-0.2810983925474817,1148.1201282202096,1632.6485968392585,-0.5075680642238413,0.0,6.547526643655622e-10,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French < Dunn,True,1635.2833299012173,302.95139532314096,18.525926962237264,0.1815304530182822,1.0,1629.7688458633008,293.20914570349555,17.990842471171455,0.180449079030916,1.0,1163.888749871282,148.00100518591552,12.716078336721049,0.1267095035083654,1.0,1688.8168226865332,320.6753350172048,18.988165602654373,0.1843203417953455,1.0,17.990842471171455,18.988165602654373,0.180449079030916,1.0,1.0,1.029742047484615,1.005992682219126,1097.2225774589213,1097.2878628497194,1097.1653132091003,0.0314364831833364,1176.9292956095635,1192.3969943706786,1179.3552542462571,1174.287214808062,1163.250109913586,1.1924514707526237,1.0,1.0,1.0,0.0,0.0,1522.3020678960029,1495.874730693827,0.0006564686158282,0.0006680585753067,False,,5,1.0,True,True,True,True,False,False,True,False,retained,RG-010,25,0,16,0,0,False,member,7,main
French_vs_Dunn,French,Dunn,FT-218,26,26,6.787572299381935,7.22365424713899,-0.4360819477570548,-0.42985323301533107,899.8559940658814,1471.2088733404682,-0.7086139636990971,0.0,6.547526643655622e-10,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French < Dunn,True,1189.7772693898862,199.1225029223852,16.73611591390501,0.167916394385568,1.0,1457.376152964042,238.36747581852492,16.35593359571091,0.1632967495440778,1.0,900.6878120200137,122.53662314854476,13.604783090572337,0.1390024678115418,1.0,1085.186787597364,178.21331329189445,16.42236298199539,0.166993503197978,1.0,16.35593359571091,16.42236298199539,0.1632967495440778,1.0,1.0,1.0232443055585527,1.0282898762797672,945.1499525476456,945.200369387312,945.0988671251616,0.0260107210777758,1013.699714864276,1026.8376972364338,1016.5529087025468,1010.9159672784848,999.9756356944216,1.416637105738516,1.0,1.0,1.0,0.6308394306316073,0.1666666666666666,1088.0531608444526,1151.669566076974,0.0014974837677961,0.001414836895696,False,0.7071067811865475,5,1.0,True,True,True,True,False,True,True,False,retained,RG-021,4,0,3,1,3,False,member,8,main
French_vs_Dunn,French,Dunn,FT-020,26,26,9.271119362146269,9.542057851246224,-0.27093848909995444,-0.27654411242416543,10789.252052597383,14947.337749037692,-0.470256500511369,0.0,6.547526643655622e-10,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French < Dunn,True,13253.899296059715,1896.482274988257,14.308862868394264,0.1455641221154043,1.0,14888.698178974217,1951.1491746343636,13.104901121508204,0.1323622844921326,1.0,10680.330618977996,1048.9853936481172,9.821656567299176,0.0986642859989325,1.0,13136.357161884442,1887.0794021712495,14.365317408137097,0.1461039584881746,1.0,13.104901121508204,14.365317408137097,0.1323622844921326,1.0,1.0,1.0918711049952203,1.099740176545959,842.5773942493681,842.624259465518,842.5350038070779,0.0247858919562459,963.3235892455184,994.1845837268208,966.0232942432688,960.7144273833812,947.501450842558,1.2969596479291814,1.0,1.0,1.0,0.0,0.0,12358.648357941043,12926.94598904718,8.090845071312262e-05,7.735180831102021e-05,False,,5,1.0,True,True,True,True,False,False,True,False,retained,RG-026,7,0,6,1,3,False,member,9,main
French_vs_Dunn,French,Dunn,FT-021,26,26,9.470103409962633,9.732048965903106,-0.2619455559404731,-0.2675303983921484,13025.748598619004,18002.034559850443,-0.46676306472330403,0.0,6.547526643655622e-10,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French < Dunn,True,16339.373024466828,2304.5780701052786,14.104446153805094,0.1435439583864865,1.0,18071.716392432663,2298.184512170701,12.717024007376752,0.1288866123188612,1.0,13077.289781468897,1257.139455269022,9.61314979079568,0.0956616991724352,1.0,16024.025702075323,2199.269285200562,13.724823749600748,0.1392154453843337,1.0,12.717024007376752,13.724823749600748,0.1288866123188612,1.0,1.0,1.1090995932400176,1.113722797146406,842.0756790432796,842.1224037031269,842.033147766642,0.0247411020790879,963.2789284715732,991.4065647125228,965.900100453346,960.78786884497,946.0247929199916,1.2723722014800722,1.0,1.0,1.0,1.212012028116517,0.1666666666666666,15129.81390988583,15754.05753377002,0.0001461925340758,0.0001404001237935,False,-0.3535533905932737,5,1.0,True,True,True,True,False,False,True,False,retained,RG-026,7,0,6,1,2,True,representative,10,main
