redundancy_cluster_id,task_name,positive_class,negative_class,feature,n_positive,n_negative,median_transformed_positive,median_transformed_negative,median_diff_transformed,mean_diff_transformed,raw_median_positive,raw_median_negative,raw_log2_fc,u_statistic,p_value,auc_positive_class,auc_abs,rank_biserial,cliffs_delta,positive_detection_rate_raw,negative_detection_rate_raw,detection_rate_diff_raw,q_value,neglog10_q,effect_direction,significant_fdr_05,qc_mean_intensity,qc_std_intensity,qc_cv_pct,qc_log_sd,qc_detection_rate,Dunn_mean_intensity,Dunn_std_intensity,Dunn_cv_pct,Dunn_log_sd,Dunn_detection_rate,French_mean_intensity,French_std_intensity,French_cv_pct,French_log_sd,French_detection_rate,LMU_mean_intensity,LMU_std_intensity,LMU_cv_pct,LMU_log_sd,LMU_detection_rate,bio_cv_pct_median,bio_cv_pct_max,bio_log_sd_median,bio_detection_rate_median,bio_detection_rate_min,d_ratio_cv,d_ratio_log,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std,detection_rate__Dunn,detection_rate__French,detection_rate__LMU,blank_mean_intensity,blank_detection_rate,qc_mean_intensity_cont,bio_mean_intensity,blank_to_qc_ratio,blank_to_bio_ratio,blank_dominant_flag,carryover_spearman_rho,n_blank_contexts,bio_detection_rate_max,passes_mz_500,passes_qc_cv_30,passes_detection_70_any_class,passes_detection_70_all_classes,blank_dominant_veto,potential_carryover_flag,retained_main,retained_high_confidence,exclusion_reason,redundancy_cluster_size,candidate_isomer_neighbor_count,candidate_isotope_or_adduct_neighbor_count,high_corr_near_duplicate_neighbor_count,high_corr_other_neighbor_count,redundancy_representative_flag,redundancy_role,rank_within_task,feature_space,best_feature_in_cluster,best_q_value_in_cluster,best_auc_abs_in_cluster,best_cliffs_delta_in_cluster,best_effect_direction_in_cluster,representative_matches_best_feature,cluster_rank_within_task
RG-017,French_vs_LMU,French,LMU,FT-046,26,24,8.93113251749807,8.438271165086753,0.4928613524113157,0.50940437171427,7677.886994371379,4475.16992958472,0.7786324100409848,624.0,1.4590262142284933e-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.212233262943234e-09,8.085538723284602,French > LMU,True,6610.777976966396,882.4985701415895,13.349390543993996,0.1369811487358044,1.0,6917.041036523019,1029.6813517947776,14.88615357864591,0.1477540765815728,1.0,7712.581031773899,751.1978769822063,9.739902555155783,0.0968400165926968,1.0,4497.696904549683,660.8527451943933,14.693136492276794,0.1496327238329179,1.0,14.693136492276794,14.88615357864591,0.1477540765815728,1.0,1.0,0.9085460106499986,0.9270887944684166,1004.1671268211272,1004.2261217749128,1004.1153691754812,0.0293680548858246,1156.358765017695,1178.0238250061675,1158.835709078045,1153.6774251130128,1138.0932935777616,1.2480085387190163,1.0,1.0,1.0,0.0,0.0,5583.736964527925,6382.624485196641,0.0001790594626661,0.0001566508184055,False,,5,1.0,True,True,True,True,False,False,True,True,retained,8,0,7,0,2,True,representative,3,main,FT-043,8.212233262943234e-09,1.0,1.0,French > LMU,False,1
RG-024,French_vs_LMU,French,LMU,FT-031,26,24,9.072482327686625,8.888566752971375,0.18391557471525033,0.18399257106412747,8812.569201936854,6897.800246686364,0.35338089273805756,624.0,1.4590262142284933e-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.212233262943234e-09,8.085538723284602,French > LMU,True,8703.615182079611,1180.269035068882,13.560675769523998,0.1393356447358355,1.0,9591.620727260302,1216.1852641840148,12.679663831238658,0.130651761301701,1.0,8769.327128838859,906.9322926252432,10.342096711647358,0.1023951565263156,1.0,7060.0500622814325,1071.4244346200549,15.175875881449876,0.1510819429558106,1.0,12.679663831238658,15.175875881449876,0.130651761301701,1.0,1.0,1.0694822788688456,1.0664658734609913,923.62339275087,923.6774627241764,923.5744842259206,0.02721365046968,1057.5964004037503,1064.684185028079,1059.8854968782284,1054.9518501192424,1041.547487894696,1.2154796227379434,1.0,1.0,1.0,0.0,0.0,7579.413047277645,8487.81729879944,0.0001319189328817,0.0001178020405906,False,,5,1.0,True,True,True,True,False,False,True,False,retained,9,1,7,0,1,True,representative,5,main,FT-031,8.212233262943234e-09,1.0,1.0,French > LMU,True,2
RG-026,French_vs_LMU,French,LMU,FT-021,26,24,9.470103409962633,9.698975706074418,-0.22887229611178483,-0.23416692283031004,13025.748598619004,16060.740728038181,-0.3021512162486492,0.0,1.4590262142284933e-09,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,8.212233262943234e-09,8.085538723284602,French < LMU,True,16339.373024466828,2304.5780701052786,14.104446153805094,0.1435439583864865,1.0,18071.716392432663,2298.184512170701,12.717024007376752,0.1288866123188612,1.0,13077.289781468897,1257.139455269022,9.61314979079568,0.0956616991724352,1.0,16024.025702075323,2199.269285200562,13.724823749600748,0.1392154453843337,1.0,12.717024007376752,13.724823749600748,0.1288866123188612,1.0,1.0,1.1090995932400176,1.113722797146406,842.0756790432796,842.1224037031269,842.033147766642,0.0247411020790879,963.2789284715732,991.4065647125228,965.900100453346,960.78786884497,946.0247929199916,1.2723722014800722,1.0,1.0,1.0,1.212012028116517,0.1666666666666666,15129.81390988583,15754.05753377002,0.0001461925340758,0.0001404001237935,False,-0.3535533905932737,5,1.0,True,True,True,True,False,False,True,False,retained,7,0,6,1,2,True,representative,21,main,FT-020,8.212233262943234e-09,1.0,-1.0,French < LMU,False,3
RG-021,French_vs_LMU,French,LMU,FT-030,26,24,8.285609303466066,8.495959729149611,-0.21035042568354534,-0.20731930586351766,3981.443492253054,4809.950094539043,-0.2726679427938914,9.0,4.2524098301091184e-09,0.014423076923076924,0.9855769230769231,-0.9711538461538461,-0.9711538461538461,1.0,1.0,0.0,1.6754494730629925e-08,7.775868664755481,French < LMU,True,5256.516302450767,840.6957940917762,15.993402202516048,0.1676161713524356,1.0,6436.716473341391,947.17657421553,14.715213543091435,0.1461650833096618,1.0,4039.890057945192,458.01570695863455,11.337330976566104,0.1126013428389216,1.0,4813.59268467135,747.4913305086839,15.528761560757587,0.1584044058245737,1.0,14.715213543091435,15.528761560757587,0.1461650833096618,1.0,1.0,1.086861713265772,1.1467593186898677,943.6407760815548,943.6939445363817,943.5907638447396,0.0278931269507372,1013.782160621757,1034.6732477987937,1016.3046768281488,1011.0867446353868,997.308114574802,1.3509453587603917,1.0,1.0,1.0,0.0,0.0,4808.515277561291,5113.694887193008,0.0002079211609256,0.0001955150839014,False,,5,1.0,True,True,True,True,False,False,True,False,retained,4,0,3,3,3,True,representative,49,main,FT-218,1.1614759424524571e-08,0.9919871794871795,-0.9839743589743589,French < LMU,False,4
RG-030,French_vs_LMU,French,LMU,FT-179,26,24,7.487713933670578,7.274384363401161,0.21332957026941646,0.19811619869387354,1809.1163002082235,1453.8653316077284,0.31519677617652936,611.0,6.775771545178461e-09,0.9791666666666667,0.9791666666666667,0.9583333333333333,0.9583333333333334,1.0,1.0,0.0,2.3836196328574227e-08,7.622763046134259,French > LMU,True,1681.5265292251015,332.3235161452424,19.76320387275645,0.2062718305813398,1.0,1615.3406295622092,272.7589623506292,16.885538403411083,0.1696203292751156,1.0,1819.544763036924,213.85676363822907,11.75331148662097,0.1158993893696144,1.0,1452.522443325298,254.1393477885932,17.496414527460608,0.1787198362282374,1.0,16.885538403411083,17.496414527460608,0.1696203292751156,1.0,1.0,1.1704218959795822,1.21607964954942,728.4969707230775,728.5374900581327,728.4606010611253,0.0212811240501545,1014.0492700576092,1031.0792793022397,1016.8041164703352,1011.1718983749886,1001.4421236646056,1.3515994807877785,1.0,1.0,1.0,0.0,0.0,1503.3908726355255,1628.9613210581952,0.0006647208635666,0.0006135114907823,False,,5,1.0,True,True,True,True,False,False,True,False,retained,2,0,1,0,0,True,representative,55,main,FT-026,1.054753603406394e-08,0.9935897435897436,0.9871794871794872,French > LMU,False,5
RG-020,French_vs_LMU,French,LMU,FT-178,26,24,7.407155631172021,7.224649420505564,0.18250621066645678,0.21554477234620606,1644.8980492059889,1352.4163418541393,0.2822692609881436,604.0,1.5096693310691736e-08,0.967948717948718,0.967948717948718,0.9358974358974359,0.9358974358974359,1.0,1.0,0.0,5.04076030882419e-08,7.297503953033958,French > LMU,True,1510.7574407189436,367.83106939405207,24.347460385103748,0.2582807507030983,1.0,1450.6667791604805,309.56596846474355,21.33956418605611,0.2594716549765548,1.0,1679.1258688084863,229.1803249530222,13.648787694257212,0.1363614110155887,1.0,1261.1295235666462,373.7460369107488,29.63581693446872,0.4241204834792494,1.0,21.33956418605611,29.63581693446872,0.2594716549765548,1.0,1.0,1.140953965733428,0.9954102721795792,1455.998949997305,1456.082154844198,1455.926444513204,0.041233206473815,1013.726434598975,1028.9705747968685,1016.3456457697848,1011.168015919862,1000.145713291808,1.295076577039198,1.0,1.0,1.0,0.0,0.0,1360.8780803096256,1463.4764966972964,0.0007342801198273,0.0006828378620313,False,,5,1.0,True,True,True,True,False,False,True,True,retained,2,0,1,0,0,True,representative,59,main,FT-178,5.04076030882419e-08,0.967948717948718,0.9358974358974359,French > LMU,True,6
RG-016,French_vs_LMU,French,LMU,FT-102,26,24,6.406922528061001,6.240582067249827,0.16634046081117404,0.15937148317654426,591.8381690442554,497.6909412303082,0.2494923399623951,591.0,6.372464291400319e-08,0.9471153846153846,0.9471153846153846,0.8942307692307692,0.8942307692307693,1.0,1.0,0.0,1.8461403903027396e-07,6.733735275999454,French > LMU,True,595.2975324589725,105.1812729031908,17.66868954902645,0.1721669875367504,1.0,616.1015013748932,125.68594800544533,20.40020154551877,0.2120311120795627,1.0,607.4260162741509,73.3245843992448,12.071360533584892,0.1171539362602065,1.0,503.6426854460259,91.6148124211813,18.19043839384806,0.1728215092319016,1.0,18.19043839384806,20.40020154551877,0.1728215092319016,1.0,1.0,0.9713174122841336,0.9962127301279792,1295.3371125063638,1295.4121806158155,1295.2703518474862,0.0390429682024521,1284.5115125888428,1294.5797058843823,1286.76247199753,1282.1484267015423,1273.3225453284513,1.1385088817335398,1.0,1.0,1.0,0.0,0.0,526.3788486510487,576.2345162259078,0.0018961700920653,0.0017323981360959,False,,5,1.0,True,True,True,True,False,False,True,True,retained,8,1,0,0,0,True,representative,68,main,FT-112,6.211096413531786e-08,0.9647435897435898,0.9294871794871795,French > LMU,False,7
RG-001,French_vs_LMU,French,LMU,FT-145,26,24,6.585208837845547,7.182893156214966,-0.5976843183694189,-0.629370154368357,698.6239076399625,1289.6959780910395,-0.8834977203745599,45.0,2.2790953562021972e-07,0.07211538461538464,0.9278846153846154,-0.8557692307692308,-0.8557692307692307,1.0,1.0,0.0,6.323687115096237e-07,6.199029626334512,French < LMU,True,1085.0013862206083,173.3565501749655,15.977541814837616,0.1556454618677374,0.9090909090909092,860.100180918337,165.60026338976036,19.25360173892156,0.19499243586553,0.9629629629629628,679.7249247934143,196.23195167673936,28.86931823728242,0.71295336553404,1.0,1138.012470849773,491.3327394622425,43.174635783679605,1.0975387745376597,1.0,28.86931823728242,43.174635783679605,0.71295336553404,1.0,0.9629629629629628,0.5534436831349864,0.2183108592960363,1632.0422244647154,1632.143549164095,1631.944909954586,0.0498037752269419,1455.2449080604651,1465.325859832764,1457.0759410058563,1452.9375087822204,1445.226665496828,1.1451980467965952,0.9629629629629628,1.0,1.0,0.0,0.0,1057.5379063408889,881.3136327924005,0.0009446992819149,0.0011333838250182,False,,5,1.0,True,True,True,True,False,False,True,True,retained,2,0,1,0,0,True,representative,71,main,FT-145,6.323687115096237e-07,0.9278846153846154,-0.8557692307692307,French < LMU,True,8
RG-010,French_vs_LMU,French,LMU,FT-076,26,24,10.007995990003085,9.950002198681577,0.057993791321507615,0.07739181562893904,22374.53583424506,19608.712735142915,0.19035382999347913,571.0,5.176461711165655e-07,0.9150641025641025,0.9150641025641025,0.8301282051282051,0.8301282051282052,1.0,1.0,0.0,1.3243674767527715e-06,5.877991493006225,French > LMU,True,23152.514526849813,3135.561951005438,13.543073031523846,0.1371897518699396,1.0,24068.69687168032,3404.7506715331688,14.145970135754473,0.1403371789832725,1.0,22539.69817974451,2140.6167695095387,9.497095979010144,0.093044737113377,1.0,20273.604282270328,2976.373678783881,14.681028776845464,0.1430870654367492,1.0,14.145970135754473,14.681028776845464,0.1403371789832725,1.0,1.0,0.9573802928717642,0.9775723928887862,1076.70024884105,1076.7625959678255,1076.6463274354337,0.0309426276442148,1212.7298144435597,1251.1490926434903,1215.2321951852618,1209.9909453942582,1194.3964262931574,1.275060245925924,1.0,1.0,1.0,0.0,0.0,20958.55093644241,22316.46429807284,4.771094586102501e-05,4.480795786850893e-05,False,,5,1.0,True,True,True,True,False,False,True,True,retained,25,1,7,0,0,True,representative,76,main,FT-049,8.212233262943234e-09,1.0,-1.0,French < LMU,False,9
RG-028,French_vs_LMU,French,LMU,FT-205,26,24,5.898649260924432,5.6899199458406065,0.20872931508382564,0.3085658009876795,363.5444992970322,268.0778560168389,0.43807126442274225,565.0,9.431493085827788e-07,0.905448717948718,0.905448717948718,0.8108974358974359,0.8108974358974359,1.0,1.0,0.0,2.322505172385093e-06,5.634043310128377,French > LMU,True,338.5718169113185,91.74739889349743,27.09835677714684,0.2903258099455163,1.0,316.3446276251264,74.65964112560529,23.60072990209848,0.2537392712173635,1.0,363.4794030599575,73.06051471151733,20.10031767865143,0.2273848032591384,1.0,256.30104367463497,85.07108822344587,33.19186180585382,0.4756263044059418,1.0,23.60072990209848,33.19186180585382,0.2537392712173635,1.0,1.0,1.148199945067689,1.144189500319055,1559.5079808864853,1559.593122537758,1559.4291321157314,0.0434378052259568,1385.8104858293589,1396.1924584706642,1388.2480646536085,1383.251170625242,1375.8304738998434,1.2375875733611723,1.0,1.0,1.0,0.0,0.0,305.2181539913414,312.0961589997192,0.0032656457070415,0.0031939069555972,False,,5,1.0,True,True,True,True,False,False,True,False,retained,1,0,0,0,0,True,singleton,79,main,FT-205,2.322505172385093e-06,0.905448717948718,0.8108974358974359,French > LMU,True,10
