redundancy_cluster_id,task_name,positive_class,negative_class,feature,n_positive,n_negative,median_transformed_positive,median_transformed_negative,median_diff_transformed,mean_diff_transformed,raw_median_positive,raw_median_negative,raw_log2_fc,u_statistic,p_value,auc_positive_class,auc_abs,rank_biserial,cliffs_delta,positive_detection_rate_raw,negative_detection_rate_raw,detection_rate_diff_raw,q_value,neglog10_q,effect_direction,significant_fdr_05,qc_mean_intensity,qc_std_intensity,qc_cv_pct,qc_log_sd,qc_detection_rate,Dunn_mean_intensity,Dunn_std_intensity,Dunn_cv_pct,Dunn_log_sd,Dunn_detection_rate,French_mean_intensity,French_std_intensity,French_cv_pct,French_log_sd,French_detection_rate,LMU_mean_intensity,LMU_std_intensity,LMU_cv_pct,LMU_log_sd,LMU_detection_rate,bio_cv_pct_median,bio_cv_pct_max,bio_log_sd_median,bio_detection_rate_median,bio_detection_rate_min,d_ratio_cv,d_ratio_log,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std,detection_rate__Dunn,detection_rate__French,detection_rate__LMU,blank_mean_intensity,blank_detection_rate,qc_mean_intensity_cont,bio_mean_intensity,blank_to_qc_ratio,blank_to_bio_ratio,blank_dominant_flag,carryover_spearman_rho,n_blank_contexts,bio_detection_rate_max,passes_mz_500,passes_qc_cv_30,passes_detection_70_any_class,passes_detection_70_all_classes,blank_dominant_veto,potential_carryover_flag,retained_main,retained_high_confidence,exclusion_reason,redundancy_cluster_size,candidate_isomer_neighbor_count,candidate_isotope_or_adduct_neighbor_count,high_corr_near_duplicate_neighbor_count,high_corr_other_neighbor_count,redundancy_representative_flag,redundancy_role,rank_within_task,feature_space,best_feature_in_cluster,best_q_value_in_cluster,best_auc_abs_in_cluster,best_cliffs_delta_in_cluster,best_effect_direction_in_cluster,representative_matches_best_feature,cluster_rank_within_task
RG-017,French_vs_Dunn,French,Dunn,FT-046,26,26,8.93113251749807,8.782871169890429,0.1482613476076402,0.16515957832930006,7677.886994371379,6809.890684614646,0.17305373968500407,676.0,6.547526643655622e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French > Dunn,True,6610.777976966396,882.4985701415895,13.349390543993996,0.1369811487358044,1.0,6917.041036523019,1029.6813517947776,14.88615357864591,0.1477540765815728,1.0,7712.581031773899,751.1978769822063,9.739902555155783,0.0968400165926968,1.0,4497.696904549683,660.8527451943933,14.693136492276794,0.1496327238329179,1.0,14.693136492276794,14.88615357864591,0.1477540765815728,1.0,1.0,0.9085460106499986,0.9270887944684166,1004.1671268211272,1004.2261217749128,1004.1153691754812,0.0293680548858246,1156.358765017695,1178.0238250061675,1158.835709078045,1153.6774251130128,1138.0932935777616,1.2480085387190163,1.0,1.0,1.0,0.0,0.0,5583.736964527925,6382.624485196641,0.0001790594626661,0.0001566508184055,False,,5,1.0,True,True,True,True,False,False,True,True,retained,8,0,7,0,2,True,representative,1,main,FT-046,6.788751309474513e-09,1.0,1.0,French > Dunn,True,1
RG-021,French_vs_Dunn,French,Dunn,FT-030,26,26,8.285609303466066,8.710793796899154,-0.42518449343308795,-0.40999124744721627,3981.443492253054,6490.165927526434,-0.7048237437083614,0.0,6.547526643655622e-10,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French < Dunn,True,5256.516302450767,840.6957940917762,15.993402202516048,0.1676161713524356,1.0,6436.716473341391,947.17657421553,14.715213543091435,0.1461650833096618,1.0,4039.890057945192,458.01570695863455,11.337330976566104,0.1126013428389216,1.0,4813.59268467135,747.4913305086839,15.528761560757587,0.1584044058245737,1.0,14.715213543091435,15.528761560757587,0.1461650833096618,1.0,1.0,1.086861713265772,1.1467593186898677,943.6407760815548,943.6939445363817,943.5907638447396,0.0278931269507372,1013.782160621757,1034.6732477987937,1016.3046768281488,1011.0867446353868,997.308114574802,1.3509453587603917,1.0,1.0,1.0,0.0,0.0,4808.515277561291,5113.694887193008,0.0002079211609256,0.0001955150839014,False,,5,1.0,True,True,True,True,False,False,True,False,retained,4,0,3,3,3,True,representative,13,main,FT-218,6.788751309474513e-09,1.0,-1.0,French < Dunn,False,2
RG-026,French_vs_Dunn,French,Dunn,FT-021,26,26,9.470103409962633,9.732048965903106,-0.2619455559404731,-0.2675303983921484,13025.748598619004,18002.034559850443,-0.46676306472330403,0.0,6.547526643655622e-10,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,6.788751309474513e-09,8.16821010042874,French < Dunn,True,16339.373024466828,2304.5780701052786,14.104446153805094,0.1435439583864865,1.0,18071.716392432663,2298.184512170701,12.717024007376752,0.1288866123188612,1.0,13077.289781468897,1257.139455269022,9.61314979079568,0.0956616991724352,1.0,16024.025702075323,2199.269285200562,13.724823749600748,0.1392154453843337,1.0,12.717024007376752,13.724823749600748,0.1288866123188612,1.0,1.0,1.1090995932400176,1.113722797146406,842.0756790432796,842.1224037031269,842.033147766642,0.0247411020790879,963.2789284715732,991.4065647125228,965.900100453346,960.78786884497,946.0247929199916,1.2723722014800722,1.0,1.0,1.0,1.212012028116517,0.1666666666666666,15129.81390988583,15754.05753377002,0.0001461925340758,0.0001404001237935,False,-0.3535533905932737,5,1.0,True,True,True,True,False,False,True,False,retained,7,0,6,1,2,True,representative,10,main,FT-020,6.788751309474513e-09,1.0,-1.0,French < Dunn,False,3
RG-030,French_vs_Dunn,French,Dunn,FT-179,26,26,7.487713933670578,7.324823909779993,0.1628900238905846,0.17717921535455616,1809.1163002082235,1585.6035086814184,0.19014074909121487,653.0,8.627103941646236e-09,0.9659763313609468,0.9659763313609468,0.9319526627218935,0.9319526627218935,1.0,1.0,0.0,5.1501196257706315e-08,7.288182683151295,French > Dunn,True,1681.5265292251015,332.3235161452424,19.76320387275645,0.2062718305813398,1.0,1615.3406295622092,272.7589623506292,16.885538403411083,0.1696203292751156,1.0,1819.544763036924,213.85676363822907,11.75331148662097,0.1158993893696144,1.0,1452.522443325298,254.1393477885932,17.496414527460608,0.1787198362282374,1.0,16.885538403411083,17.496414527460608,0.1696203292751156,1.0,1.0,1.1704218959795822,1.21607964954942,728.4969707230775,728.5374900581327,728.4606010611253,0.0212811240501545,1014.0492700576092,1031.0792793022397,1016.8041164703352,1011.1718983749886,1001.4421236646056,1.3515994807877785,1.0,1.0,1.0,0.0,0.0,1503.3908726355255,1628.9613210581952,0.0006647208635666,0.0006135114907823,False,,5,1.0,True,True,True,True,False,False,True,False,retained,2,0,1,0,0,True,representative,32,main,FT-179,5.1501196257706315e-08,0.9659763313609468,0.9319526627218935,French > Dunn,True,4
RG-003,French_vs_Dunn,French,Dunn,FT-174,26,26,4.562984343322091,1.8201520753911031,2.7428322679309876,3.0151870195816635,98.2333616650115,5.47475770806951,3.9379271158138573,650.0,1.0589625078064901e-08,0.9615384615384616,0.9615384615384616,0.9230769230769231,0.9230769230769231,1.0,0.34615384615384615,0.6538461538461539,5.859430537797802e-08,7.232144589836786,French > Dunn,True,28.534948565135387,6.840222093642689,23.971383996115623,0.2488077418313656,0.9090909090909092,42.78142624756968,85.14422754511979,199.02147967765956,0.9665892576199262,0.3703703703703703,97.2041630102426,23.251326409421583,23.920093223755806,0.2389378500589421,1.0,85.63914429270048,73.76357206909495,86.13300924280983,1.1430564060057398,0.3846153846153846,86.13300924280983,199.02147967765956,0.9665892576199262,0.3846153846153846,0.3703703703703703,0.2783065889238822,0.257407931931724,1210.8304701216448,1210.9006110405176,1210.7634042850927,0.0393243797493412,928.6948296247882,936.6544350710782,933.2542365417872,923.4052741038936,921.7589794505756,2.2293708605911333,0.3703703703703703,1.0,0.3846153846153846,0.0,0.0,37.48465694808375,49.21328013165891,0.025984381291199,0.0199150503089622,False,,5,1.0,True,True,True,False,False,False,True,True,retained,3,1,0,0,0,True,representative,36,main,FT-174,5.859430537797802e-08,0.9615384615384616,0.9230769230769231,French > Dunn,True,5
RG-002,French_vs_Dunn,French,Dunn,FT-015,26,26,7.311098293612716,7.617092332234768,-0.3059940386220523,-0.41529611168190694,1483.0809217433518,2123.5155154760123,-0.5175641205666425,35.0,3.092631852825692e-08,0.051775147928994056,0.9482248520710059,-0.8964497041420119,-0.8964497041420119,1.0,1.0,0.0,1.4505916071587172e-07,6.83845483961052,French < Dunn,True,1948.2048682113164,335.9240659414338,17.242748512883658,0.1793591036019114,0.9090909090909092,2066.3966469167967,570.9602390147946,27.63071842314039,0.8069407118605975,1.0,1411.6876752169676,378.9761476769072,26.845608581137533,0.4839804421678657,1.0,1632.9332523941323,670.5500900217854,41.06414570458746,1.034697073242102,1.0,27.63071842314039,41.06414570458746,0.8069407118605975,1.0,1.0,0.6240427139398252,0.2222704852607517,1685.172273985871,1685.2705514689096,1685.0893153104369,0.0491659417086484,962.883033571473,978.8590223892908,965.5223748060172,960.160472210801,950.0644366637516,1.3022834918697654,1.0,1.0,1.0,0.0,0.0,1659.047450135412,1708.2639694258492,0.0006023924195169,0.0005850471418618,False,,5,1.0,True,True,True,True,False,False,True,True,retained,1,0,0,0,0,True,singleton,42,main,FT-015,1.4505916071587172e-07,0.9482248520710059,-0.8964497041420119,French < Dunn,True,6
RG-020,French_vs_Dunn,French,Dunn,FT-178,26,26,7.407155631172021,7.237010719134442,0.17014491203757842,0.18081323396131932,1644.8980492059889,1465.4586427785298,0.1665385899743753,639.0,3.8085301816641994e-08,0.9452662721893491,0.9452662721893491,0.8905325443786982,0.8905325443786982,1.0,1.0,0.0,1.7448382460182494e-07,6.758244827798087,French > Dunn,True,1510.7574407189436,367.83106939405207,24.347460385103748,0.2582807507030983,1.0,1450.6667791604805,309.56596846474355,21.33956418605611,0.2594716549765548,1.0,1679.1258688084863,229.1803249530222,13.648787694257212,0.1363614110155887,1.0,1261.1295235666462,373.7460369107488,29.63581693446872,0.4241204834792494,1.0,21.33956418605611,29.63581693446872,0.2594716549765548,1.0,1.0,1.140953965733428,0.9954102721795792,1455.998949997305,1456.082154844198,1455.926444513204,0.041233206473815,1013.726434598975,1028.9705747968685,1016.3456457697848,1011.168015919862,1000.145713291808,1.295076577039198,1.0,1.0,1.0,0.0,0.0,1360.8780803096256,1463.4764966972964,0.0007342801198273,0.0006828378620313,False,,5,1.0,True,True,True,True,False,False,True,True,retained,2,0,1,0,0,True,representative,43,main,FT-178,1.7448382460182494e-07,0.9452662721893491,0.8905325443786982,French > Dunn,True,7
RG-013,French_vs_Dunn,French,Dunn,FT-110,26,26,7.9410984334996995,8.055319101151753,-0.11422066765205319,-0.11194390688256917,2735.1335760220627,3324.8264401629654,-0.2815742196113069,42.0,6.373179325674006e-08,0.0621301775147929,0.9378698224852071,-0.8757396449704142,-0.8757396449704142,1.0,1.0,0.0,2.729383319908216e-07,6.563935466883988,French < Dunn,True,3057.572263320515,912.4749291047112,29.843119001667223,0.4677711304322494,1.0,3226.9030056594324,793.9168322069155,24.603058437595493,0.653333578222849,1.0,2825.3568334846327,355.54610274710154,12.58411321831485,0.120158017576864,1.0,2853.947249405985,850.404097986457,29.797470789393824,0.5732015101014872,1.0,24.603058437595493,29.797470789393824,0.5732015101014872,1.0,1.0,1.2129841124168728,0.8160675123647686,1397.397689304656,1397.4807202889865,1397.32751164411,0.0396415334606327,1341.878177208506,1358.4040985107413,1343.935126354734,1339.536640575101,1327.251101175941,1.0627275704614252,1.0,1.0,1.0,0.0,0.0,2824.110301241298,2972.0036368096294,0.0003539684802963,0.0003363601670777,False,,5,1.0,True,True,True,True,False,False,True,True,retained,2,0,1,0,0,True,representative,46,main,FT-110,2.729383319908216e-07,0.9378698224852071,-0.8757396449704142,French < Dunn,True,8
RG-012,French_vs_Dunn,French,Dunn,FT-040,26,26,6.5957510100075005,6.789559998485157,-0.19380898847765682,-0.17976031723266672,724.824141770441,959.3091015487462,-0.4038788077803356,59.0,3.4529424988505017e-07,0.08727810650887573,0.9127218934911243,-0.8254437869822485,-0.8254437869822485,1.0,1.0,0.0,1.1728097797819808e-06,5.930772421209394,French < Dunn,True,886.5293864385967,118.68696932945446,13.387821221160957,0.1414291388719939,1.0,951.0122073465504,173.75886699485983,18.270939705355623,0.1883104607211186,1.0,753.6994522024642,116.15019627125176,15.410678080213152,0.150496224795471,1.0,789.8296231670555,152.89654677833602,19.358168178758863,0.1991974977750463,1.0,18.270939705355623,19.358168178758863,0.1883104607211186,1.0,1.0,0.7327385146608898,0.7510423920710684,1024.6859401518484,1024.745883352035,1024.635571164931,0.0299810881909713,1107.6170160866384,1125.2454211495194,1110.1572639572094,1104.5491052697555,1102.7951743386006,1.4042236421118546,1.0,1.0,1.0,0.0,0.0,780.9964350724675,833.0263994679034,0.0012787782081223,0.0011990028141051,False,,5,1.0,True,True,True,True,False,False,True,True,retained,7,1,5,0,0,True,representative,57,main,FT-037,3.282185184489986e-08,0.9733727810650887,-0.9467455621301775,French < Dunn,False,9
RG-011,French_vs_Dunn,French,Dunn,FT-168,26,26,8.408502875124107,8.281129783541761,0.12737309158234567,0.1122456370531566,4347.920220105391,4256.791122604329,0.030552066910931305,598.0,2.0426438521170714e-06,0.8846153846153846,0.8846153846153846,0.7692307692307692,0.7692307692307693,1.0,1.0,0.0,6.387314902651795e-06,5.19468167205045,French > Dunn,True,4272.505543503742,647.1068858692253,15.14584075503748,0.1549091845619992,1.0,4228.6050966851,811.5313554095404,19.191467087946293,0.2069617323617849,1.0,4544.164145292001,573.1416536814055,12.612696974760718,0.1238463724811625,1.0,4226.153285283751,1065.088414705093,25.20231384919067,0.5655774027785154,1.0,19.191467087946293,25.20231384919067,0.2069617323617849,1.0,1.0,0.7891966093905465,0.7484919206764573,1336.3262451050714,1336.405389862383,1336.2566589899025,0.0391003658010661,1551.2877356272045,1571.0304137199175,1553.9989897891342,1548.747391469725,1537.806266046342,1.2870543607151437,1.0,1.0,1.0,0.0,0.0,4360.541664934453,4331.653048170472,0.0002292767275479,0.0002308054646614,False,,5,1.0,True,True,True,True,False,False,True,True,retained,6,0,5,0,0,True,representative,62,main,FT-168,6.387314902651795e-06,0.8846153846153846,0.7692307692307693,French > Dunn,True,10
